	gbifID	countryCode	stateProvince	eventDate	day	month	year	species	presence	Current.Mean.Diurnal.Range..Bio.2.	Current.Max..Temp..of.Warmest.Month..Bio.5.	Current.Driest.Month.Precipitation.Data..Bio.14.	Future.Mean.Diurnal.Range..Bio.2.	Future.Max..Temp..of.Warmest.Month..Bio.5.	Future.Driest.Month.Precipitation.Data..Bio.14.	blockCV_tile
49	2331886652	US	Utah	2019-08-01T20:03:46	1	8	2019	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
50	1640040833	US	Utah	2017-05-02T14:35	2	5	2017	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
51	3124665677	US	Utah	2021-05-20T12:15:35	20	5	2021	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
52	3070521427	US	Utah	5/29/2018	29	5	2018	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
53	2456566457	US	Utah	2019-11-11T10:11:10	11	11	2019	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
54	1580498102	US	Utah	2017-07-15T13:02:20	15	7	2017	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
55	1273847918	US	Utah	2016-06-08T06:56	8	6	2016	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
56	1913145476	US	Utah	2018-06-30T13:30:58	30	6	2018	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
57	1273849423	US	Utah	2016-06-09T07:05	9	6	2016	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
58	4080720394	US	Utah	8/11/2022	11	8	2022	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
59	1990443731	US	Utah	2018-06-21T11:08:04	21	6	2018	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
60	3314244479	US	Utah	2021-05-17T15:56:36	17	5	2021	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
61	1990498585	US	Utah	2017-05-27T11:38:28	27	5	2017	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
62	2550128804	US	Utah	2019-06-06T20:45:28	6	6	2019	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
63	1914241167	US	Idaho	2018-08-26T10:15	26	8	2018	Aquilegia_formosa	1	1.604683685	2.965127182	12.99241543	1.577195358	3.376176453	12.91208363	3
64	3398761377	US	Utah	2016-05-25T14:52	25	5	2016	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
65	2252069310	US	Utah	2019-06-01T17:57:21	1	6	2019	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
66	4129787770	US	Utah	2023-05-27T11:55	27	5	2023	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
67	4919720766	CA	Alberta	2024-07-04T17:58:26	4	7	2024	Aquilegia_formosa	1	1.129352856	2.162319374	14.50728416	1.081327915	2.501921463	15.48720074	6
68	2803028981	US	Idaho	2020-06-14T10:27:49	14	6	2020	Aquilegia_formosa	1	1.478650093	2.942156029	25.31595802	1.451955605	3.321841049	25.90174484	4
69	2802795157	US	Idaho	2020-06-14T09:49:18	14	6	2020	Aquilegia_formosa	1	1.478650093	2.942156029	25.31595802	1.451955605	3.321841049	25.90174484	4
70	4080540456	US	Utah	2022-07-31T16:54:58	31	7	2022	Aquilegia_formosa	1	1.538980293	2.799067307	16.3656311	1.549559498	3.160970879	15.60696793	8
71	1890676137	US	Idaho	2018-08-01T16:39:11	1	8	2018	Aquilegia_formosa	1	1.478650093	2.942156029	25.31595802	1.451955605	3.321841049	25.90174484	4
72	3911996552	US	Utah	2022-07-31T16:55:01	31	7	2022	Aquilegia_formosa	1	1.538980293	2.799067307	16.3656311	1.549559498	3.160970879	15.60696793	8
73	3802532347	US	Utah	2021-06-03T11:12:45Z	3	6	2021	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
74	3911998862	US	Utah	2022-09-10T12:02:27	10	9	2022	Aquilegia_formosa	1	1.553306007	2.992280006	13.17436028	1.566437626	3.348065567	12.91678429	8
75	2818728520	US	Idaho	2020-06-17T12:03	17	6	2020	Aquilegia_formosa	1	1.374614048	2.366458321	11.59428978	1.349558163	2.76499157	12.61449528	3
76	3032127409	US	Idaho	2020-06-17T12:03	17	6	2020	Aquilegia_formosa	1	1.374614048	2.366458321	11.59428978	1.349558163	2.76499157	12.61449528	3
77	4080971467	US	Utah	2022-08-12T13:57	12	8	2022	Aquilegia_formosa	1	1.55415802	3.273299026	10.56829834	1.564250374	3.626474762	10.39216709	8
78	4153995872	US	Utah	2023-06-30T10:21:15	30	6	2023	Aquilegia_formosa	1	1.55415802	3.273299026	10.56829834	1.564250374	3.626474762	10.39216709	8
79	3872930510	US	Utah	2021-07-09T12:43	9	7	2021	Aquilegia_formosa	1	1.55415802	3.273299026	10.56829834	1.564250374	3.626474762	10.39216709	8
80	4075572351	US	Idaho	2019-07-04T11:50:50	4	7	2019	Aquilegia_formosa	1	1.440834522	2.399859047	17.77725983	1.418778419	2.814211655	17.75118065	3
81	3314173691	US	Utah	2021-06-18T10:03:15	18	6	2021	Aquilegia_formosa	1	1.55415802	3.273299026	10.56829834	1.564250374	3.626474762	10.39216709	8
82	3912115292	US	Utah	2022-09-09T16:01:41	9	9	2022	Aquilegia_formosa	1	1.55415802	3.273299026	10.56829834	1.564250374	3.626474762	10.39216709	8
83	4046665351	US	Utah	2008-05-15T14:30	15	5	2008	Aquilegia_formosa	1	1.55415802	3.273299026	10.56829834	1.564250374	3.626474762	10.39216709	8
84	4080981504	US	Utah	2022-10-02T17:19:54	2	10	2022	Aquilegia_formosa	1	1.55415802	3.273299026	10.56829834	1.564250374	3.626474762	10.39216709	8
85	4535679060	US	Idaho	2017-06-21T12:22	21	6	2017	Aquilegia_formosa	1	1.440834522	2.399859047	17.77725983	1.418778419	2.814211655	17.75118065	3
86	4910862974	US	Idaho	2024-07-01T13:03:12	1	7	2024	Aquilegia_formosa	1	1.435464478	2.427334023	12.34197521	1.414505577	2.835920906	13.35906124	3
87	1024194251	US	Idaho	6/29/2010	29	6	2010	Aquilegia_formosa	1	1.440834522	2.399859047	17.77725983	1.418778419	2.814211655	17.75118065	3
88	4952314456	US	Utah	2024-09-28T15:59:17	28	9	2024	Aquilegia_formosa	1	1.495595551	3.317264175	12.68766308	1.49176178	3.697371674	12.76454067	4
89	4438956291	US	Utah	2023-08-28T10:51	28	8	2023	Aquilegia_formosa	1	1.495595551	3.317264175	12.68766308	1.49176178	3.697371674	12.76454067	4
90	4171298850	US	Utah	2023-07-21T15:51:37	21	7	2023	Aquilegia_formosa	1	1.519952774	2.946385956	20.70409393	1.502095222	3.352283096	21.31590843	4
91	4080459549	US	Utah	2021-06-27T09:39	27	6	2021	Aquilegia_formosa	1	1.519952774	2.946385956	20.70409393	1.502095222	3.352283096	21.31590843	4
92	4405449944	US	Utah	2023-07-20T13:48:23	20	7	2023	Aquilegia_formosa	1	1.519952774	2.946385956	20.70409393	1.502095222	3.352283096	21.31590843	4
93	1807269355	US	Idaho	2016-06-18T12:44:32	18	6	2016	Aquilegia_formosa	1	1.440834522	2.399859047	17.77725983	1.418778419	2.814211655	17.75118065	3
94	4908037545	US	Idaho	2024-06-27T13:47:43	27	6	2024	Aquilegia_formosa	1	1.440834522	2.399859047	17.77725983	1.418778419	2.814211655	17.75118065	3
95	2283175116	US	Utah	2019-07-04T09:50:45	4	7	2019	Aquilegia_formosa	1	1.519952774	2.946385956	20.70409393	1.502095222	3.352283096	21.31590843	4
96	2814188719	US	Utah	2020-06-15T15:45:48	15	6	2020	Aquilegia_formosa	1	1.519952774	2.946385956	20.70409393	1.502095222	3.352283096	21.31590843	4
97	3712423441	US	Utah	2019-06-23T12:17	23	6	2019	Aquilegia_formosa	1	1.495595551	3.317264175	12.68766308	1.49176178	3.697371674	12.76454067	8
98	2802826525	US	Idaho	2020-06-05T18:58	5	6	2020	Aquilegia_formosa	1	1.497680092	2.646190834	17.21418571	1.47298584	3.063761711	16.64024925	3
99	4011666503	US	Utah	2022-06-04T16:05:18	4	6	2022	Aquilegia_formosa	1	1.55415802	3.273299026	10.56829834	1.564250374	3.626474762	10.39216709	8
100	3860796337	US	Utah	2022-06-30T17:56:14	30	6	2022	Aquilegia_formosa	1	1.55415802	3.273299026	10.56829834	1.564250374	3.626474762	10.39216709	8
101	1586096795	US	Idaho	2017-07-01T13:27	1	7	2017	Aquilegia_formosa	1	1.497680092	2.646190834	17.21418571	1.47298584	3.063761711	16.64024925	3
102	2802942157	US	Idaho	2020-06-13T12:52:20	13	6	2020	Aquilegia_formosa	1	1.497680092	2.646190834	17.21418571	1.47298584	3.063761711	16.64024925	3
103	4867903738	US	Utah	2023-07-30T15:09	30	7	2023	Aquilegia_formosa	1	1.55415802	3.273299026	10.56829834	1.564250374	3.626474762	10.39216709	8
104	4138480232	US	Utah	2023-06-20T12:05:32	20	6	2023	Aquilegia_formosa	1	1.55415802	3.273299026	10.56829834	1.564250374	3.626474762	10.39216709	8
105	4901829162	US	Utah	2024-06-22T07:53:28	22	6	2024	Aquilegia_formosa	1	1.55415802	3.273299026	10.56829834	1.564250374	3.626474762	10.39216709	8
106	4908748398	US	Utah	2020-06-28T13:37:34	28	6	2020	Aquilegia_formosa	1	1.55415802	3.273299026	10.56829834	1.564250374	3.626474762	10.39216709	8
107	4901726853	US	Utah	2024-06-20T18:56:17	20	6	2024	Aquilegia_formosa	1	1.55415802	3.273299026	10.56829834	1.564250374	3.626474762	10.39216709	8
108	4904060093	US	Idaho	2024-06-29T15:12	29	6	2024	Aquilegia_formosa	1	1.525077057	3.039027786	16.23299599	1.503151989	3.440875244	17.23317146	4
109	4172128926	US	Idaho	2023-08-04T08:51	4	8	2023	Aquilegia_formosa	1	1.525077057	3.039027786	16.23299599	1.503151989	3.440875244	17.23317146	4
110	3873484565	US	Idaho	2022-07-10T09:17	10	7	2022	Aquilegia_formosa	1	1.525077057	3.039027786	16.23299599	1.503151989	3.440875244	17.23317146	4
111	3873470358	US	Idaho	2022-07-10T09:06	10	7	2022	Aquilegia_formosa	1	1.525077057	3.039027786	16.23299599	1.503151989	3.440875244	17.23317146	4
112	4923675404	US	Idaho	2024-07-18T17:10:48	18	7	2024	Aquilegia_formosa	1	1.497680092	2.646190834	17.21418571	1.47298584	3.063761711	16.64024925	3
113	1880616741	US	Idaho	2018-07-01T11:24:20	1	7	2018	Aquilegia_formosa	1	1.497680092	2.646190834	17.21418571	1.47298584	3.063761711	16.64024925	3
114	1291104335	US	Idaho	2016-06-17T13:21:21	17	6	2016	Aquilegia_formosa	1	1.440834522	2.399859047	17.77725983	1.418778419	2.814211655	17.75118065	3
115	3307422614	US	Idaho	2021-06-10T11:41:06	10	6	2021	Aquilegia_formosa	1	1.440834522	2.399859047	17.77725983	1.418778419	2.814211655	17.75118065	3
116	4936331630	US	Idaho	2021-06-25T11:25:14	25	6	2021	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
117	4176979726	US	Idaho	2023-07-22T12:18:13	22	7	2023	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
118	4177199767	US	Idaho	2023-07-22T12:18:40	22	7	2023	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
119	4414050763	US	Idaho	2023-08-07T13:17:05	7	8	2023	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
120	4171313970	US	Idaho	2023-07-04T19:12:14	4	7	2023	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
121	2814166671	US	Idaho	2020-06-17T16:10:05	17	6	2020	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
122	3415729505	US	Idaho	2021-06-17T18:05	17	6	2021	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
123	2802875466	US	Idaho	2020-06-21T14:31	21	6	2020	Aquilegia_formosa	1	1.385318756	2.19131012	26.64525795	1.365566158	2.62018795	25.86298943	3
124	4162217642	US	Idaho	2023-07-05T20:06:52	5	7	2023	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
125	3325720743	US	Idaho	2021-06-19T18:09:43	19	6	2021	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
126	4935884101	US	Idaho	2024-07-02T09:28:40	2	7	2024	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
127	3314259483	US	Idaho	2021-05-30T12:31:38	30	5	2021	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
128	3456941110	US	Idaho	2020-06-21T19:52	21	6	2020	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
129	3302464557	US	Idaho	2021-05-30T12:30:57	30	5	2021	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
130	4177111650	US	Idaho	2023-07-05T20:09:38	5	7	2023	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
131	4416895232	US	Idaho	2023-09-13T13:55	13	9	2023	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
132	4908573301	US	Idaho	2024-07-03T17:27:53	3	7	2024	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
133	3873307461	US	Idaho	2021-07-13T09:16	13	7	2021	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
134	3872917497	US	Idaho	2021-08-21T09:04:21	21	8	2021	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
135	3330598512	US	Idaho	2021-07-13T09:19	13	7	2021	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
136	4177020874	US	Idaho	2023-07-09T19:40	9	7	2023	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
137	4177124975	US	Idaho	2023-07-09T19:35:11	9	7	2023	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
138	3873450463	US	Idaho	2021-06-13T09:00:28	13	6	2021	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
139	3008437481	US	Idaho	2020-06-14T12:48:54	14	6	2020	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
140	2803122897	US	Idaho	2020-06-18T10:49:11	18	6	2020	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
141	3090787374	US	Idaho	2017-06-27T08:27:50	27	6	2017	Aquilegia_formosa	1	1.385318756	2.19131012	26.64525795	1.365566158	2.62018795	25.86298943	3
142	1572392047	US	Idaho	2017-07-10T09:27	10	7	2017	Aquilegia_formosa	1	1.385318756	2.19131012	26.64525795	1.365566158	2.62018795	25.86298943	3
143	2634025451	US	Idaho	2019-08-24T13:11:05	24	8	2019	Aquilegia_formosa	1	1.493134117	2.424967003	20.25659561	1.476572895	2.847698784	19.62022972	3
144	4500868689	US	Utah	2023-07-07T07:17	7	7	2023	Aquilegia_formosa	1	1.53865118	2.857246208	22.14261436	1.522028446	3.233753586	22.33135605	4
145	3873546489	US	Utah	2021-08-03T11:52:43	3	8	2021	Aquilegia_formosa	1	1.53865118	2.857246208	22.14261436	1.522028446	3.233753586	22.33135605	4
146	1883508537	US	Idaho	2018-07-08T12:58	8	7	2018	Aquilegia_formosa	1	1.385318756	2.19131012	26.64525795	1.365566158	2.62018795	25.86298943	3
147	4080483445	US	Utah	2022-07-20T09:28:40	20	7	2022	Aquilegia_formosa	1	1.596816158	3.010826683	17.46168327	1.59132309	3.396594238	17.80018997	4
148	2005279280	US	Utah	2005-07-08T17:32	8	7	2005	Aquilegia_formosa	1	1.596816158	3.010826683	17.46168327	1.59132309	3.396594238	17.80018997	4
149	1990617959	US	Utah	2005-07-15T13:12	15	7	2005	Aquilegia_formosa	1	1.596816158	3.010826683	17.46168327	1.59132309	3.396594238	17.80018997	4
150	4400104043	US	Utah	2023-08-18T16:45:25	18	8	2023	Aquilegia_formosa	1	1.596816158	3.010826683	17.46168327	1.59132309	3.396594238	17.80018997	4
151	4080521468	US	Utah	2022-07-21T09:36:23	21	7	2022	Aquilegia_formosa	1	1.596816158	3.010826683	17.46168327	1.59132309	3.396594238	17.80018997	4
152	4400479947	US	Utah	2023-08-18T09:32:22	18	8	2023	Aquilegia_formosa	1	1.596816158	3.010826683	17.46168327	1.59132309	3.396594238	17.80018997	4
153	4080929436	US	Utah	2022-07-22T19:06:40	22	7	2022	Aquilegia_formosa	1	1.596816158	3.010826683	17.46168327	1.59132309	3.396594238	17.80018997	4
154	3044764648	US	Utah	2020-08-18T11:53:34	18	8	2020	Aquilegia_formosa	1	1.596816158	3.010826683	17.46168327	1.59132309	3.396594238	17.80018997	4
155	4028763873	US	Idaho	2022-06-21T20:57	21	6	2022	Aquilegia_formosa	1	1.493134117	2.424967003	20.25659561	1.476572895	2.847698784	19.62022972	3
156	3873610541	US	Utah	2020-06-09T15:40	9	6	2020	Aquilegia_formosa	1	1.585628891	3.235148239	13.01947594	1.572242928	3.642741394	13.57739639	4
157	4919744781	US	Idaho	2024-07-22T13:38:23	22	7	2024	Aquilegia_formosa	1	1.385318756	2.19131012	26.64525795	1.365566158	2.62018795	25.86298943	3
158	4138549465	US	Idaho	2023-06-13T17:03:16	13	6	2023	Aquilegia_formosa	1	1.437608719	2.870994759	17.76992798	1.419757843	3.278029633	18.54890251	4
159	3314509353	US	Idaho	2020-07-17T12:29	17	7	2020	Aquilegia_formosa	1	1.385318756	2.19131012	26.64525795	1.365566158	2.62018795	25.86298943	3
160	1265604348	US	Nevada	2014-07-14T10:57:59	14	7	2014	Aquilegia_formosa	1	1.637099075	3.181772423	13.31229496	1.637439346	3.552083969	13.24875259	8
161	3860828128	US	Nevada	2022-06-22T20:02:13	22	6	2022	Aquilegia_formosa	1	1.637099075	3.181772423	13.31229496	1.637439346	3.552083969	13.24875259	8
162	2235474757	US	Idaho	8/11/2014	11	8	2014	Aquilegia_formosa	1	1.385318756	2.19131012	26.64525795	1.365566158	2.62018795	25.86298943	3
